handle,title,style,material,face_shapes,use_cases,vibes,lens_types,tags
azure-vision-1980s,"""Azure Vision"" 1980s",rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk",retro,tinted,"style:rectangle, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
neostyle-1980s,"""Neostyle"" 1980s",oval,wire,,,retro,,"style:oval, material:wire, vibe:retro"
fiery-1990s,"""Fiery"" 1990s",,,,,"retro, modern",shield,"vibe:retro, vibe:modern, lens:shield"
french-skier-1980s,"""French Skier"" 1980s",aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport","retro, modern, classic",polarized,"style:aviator, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
rare-snap-on-fishing-vintage-sunglasses,Rare Snap-On Fishing Sunglasses,,acetate,,,"luxury, classic, trendy","polarized, rx, tinted, shield","material:acetate, vibe:luxury, vibe:classic, vibe:trendy, lens:polarized, lens:rx, lens:tinted, lens:shield"
mellow-1990s,"""Mellow"" 1990s",round,,"heart, square, diamond","night, casual, at_desk","retro, modern",shield,"style:round, vibe:retro, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:shield"
red-rose-1980s,"""Red Rose"" 1980s",aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport","retro, modern",polarized,"style:aviator, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
mellow-yellow,“Mellow Yellow”,,,,,,shield,lens:shield
monochromatic-2000s,"""Monochromatic"" 2000s",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, classic",tinted,"style:round, material:acetate, vibe:retro, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
glossy-1960s,"""Glossy"" 1960s",,acetate,,,"retro, modern, classic",shield,"material:acetate, vibe:retro, vibe:modern, vibe:classic, lens:shield"
checkmate-1970s,"""Checkmate"" 1970s",,,,,modern,butterfly,"vibe:modern, lens:butterfly"
black-gold-1990s,"""Black/Gold"" 1990s",round,wire,"heart, square, diamond","night, casual, at_desk","retro, modern","polarized, tinted","style:round, material:wire, vibe:retro, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized, lens:tinted"
bendy-blue-1990s,"""Bendy Blue"" 1990s",,,,,retro,polarized,"vibe:retro, lens:polarized"
retro-vision-1960s-cool-ray-polaroid-vintage-sunglasses,“Retro Vision” 1960s Sunglasses,cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern",polarized,"style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized"
cotton-candy-1960s,"""Cotton Candy"" 1960s",,,,,retro,butterfly,"vibe:retro, lens:butterfly"
transformer-1990s,"""Transformer"" 1990s",,wire,,,"retro, modern, trendy",,"material:wire, vibe:retro, vibe:modern, vibe:trendy"
class-act-pilot-1970s,"""Class Act Pilot"" 1970s",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, classic",tinted,"style:aviator, material:wire, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
hot-nerd-1970s,"""Hot Nerd"" 1970s",aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport",modern,tinted,"style:aviator, material:acetate, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
opal_1990s_l-a-_eyeworks_vintage_sunglasses,"""Opal"" 1990s",cat_eye,,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern",polarized,"style:cat_eye, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized"
product,"""Pink Tears"" 1990s",aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport","retro, modern, trendy",,"style:aviator, material:acetate, vibe:retro, vibe:modern, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
classic-ralph-y2k,"""Classic Ralph"" y2k",rectangle,,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","modern, classic",polarized,"style:rectangle, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:polarized"
hybrid-baby-1990s,"""Hybrid Baby"" 1990s Anne & Valentin Sunglasses",cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern",polarized,"style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized"
magnetic-1990s,"""Magnetic"" 1990s",,acetate,,,"retro, trendy",tinted,"material:acetate, vibe:retro, vibe:trendy, lens:tinted"
chanel-no-5-y2k,"""Chanel No. 5"" y2k",,,,,"retro, trendy",,"vibe:retro, vibe:trendy"
classic-1980s,"""Classic"" 1980s",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, modern, classic","polarized, butterfly","style:round, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized, lens:butterfly"
shaggy-1970s,"""Shaggy"" 1970s",,,,,retro,,vibe:retro
glamour-1960s-optima-gold-vintage-sunglasses,"""Glamour"" 1960s",cat_eye,wire,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern",polarized,"style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized"
roundabout-1980s,"""Roundabout"" 1980s",round,wire,"heart, square, diamond","night, casual, at_desk","retro, modern, classic",polarized,"style:round, material:wire, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized"
neo-but-blue-1980s,"""Neo, but Blue"" 1980s",,wire,,,"retro, modern",,"material:wire, vibe:retro, vibe:modern"
blossom-1960s,"""Blossom"" 1960s",,acetate,,,"retro, classic",,"material:acetate, vibe:retro, vibe:classic"
plaid-me-baby-1990s,"""Plaid Me, Baby"" 1990s",rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, modern, classic",polarized,"style:rectangle, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:polarized"
kangaroo-1990s,"""Kangaroo"" 1990s",,wire,,,retro,,"material:wire, vibe:retro"
shield-1980s,“Shield” 1980s,,acetate,,,"retro, modern","polarized, shield","material:acetate, vibe:retro, vibe:modern, lens:polarized, lens:shield"
sport-prep-1990s,"""Sport Prep"" 1990s",,,,,"retro, modern","tinted, shield","vibe:retro, vibe:modern, lens:tinted, lens:shield"
take-off-1970s,"""Take Off"" 1970s",aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport",retro,butterfly,"style:aviator, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:butterfly"
retro-gold-1980s-alain-mikli-vintage-glasses-gold-frame,"""Retro Gold"" 1980s Alain Mikli Sunglasses",oval,wire,,,"retro, luxury, modern",polarized,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern, lens:polarized"
tangled-up-in-blue-1980s,“Tangled Up In Blue” 1980s,,acetate,,,retro,butterfly,"material:acetate, vibe:retro, lens:butterfly"
eyes-on-masters-1990s,“Eyes on Masters” 1990s,,,,,retro,shield,"vibe:retro, lens:shield"
goggles-1990s,“Goggles” 1990s,round,,"heart, square, diamond","night, casual, at_desk",retro,"tinted, shield","style:round, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted, lens:shield"
sporty-spice-1980s,"""Sporty Spice"" 1980s",round,,"heart, square, diamond","night, casual, at_desk","retro, trendy","polarized, shield","style:round, vibe:retro, vibe:trendy, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized, lens:shield"
big-sky-blues-y2k,"""Big Sky Blues"" y2k",wayfarer,,"heart, oval, round, square","day, night, going_out, casual, at_desk",trendy,tinted,"style:wayfarer, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, use_case:day, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted"
golden-visionaries-1980s,"""Golden Visionaries"" 1980s",,wire,,,"retro, luxury, modern",polarized,"material:wire, vibe:retro, vibe:luxury, vibe:modern, lens:polarized"
novacheck-at-night-y2k,"""Novacheck at Night"" y2k",oval,acetate,,,classic,polarized,"style:oval, material:acetate, vibe:classic, lens:polarized"
azul-y2k,“Azul” y2k,,,,,"retro, classic",polarized,"vibe:retro, vibe:classic, lens:polarized"
viva-la-juicy-1990s,"""Viva la Juicy"" 1990s",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, luxury","polarized, shield","style:round, material:acetate, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized, lens:shield"
fog-be-gone-1990s,"""Fog Be Gone"" 1990s",,,,,"retro, trendy","polarized, custom","vibe:retro, vibe:trendy, lens:polarized, lens:custom"
powder-1960s-copy,“Powder” 1960s (Copy),oval,,,,retro,,"style:oval, vibe:retro"
cola-2000s,“Cola” 2000s,,,,,"retro, classic","tinted, shield","vibe:retro, vibe:classic, lens:tinted, lens:shield"
optimizer-1990s,“Optimizer” 1990s,oval,wire,,,retro,"polarized, shield","style:oval, material:wire, vibe:retro, lens:polarized, lens:shield"
slime-green-1990s,"""Slime Green"" 1990s",,,,,"retro, modern","tinted, shield","vibe:retro, vibe:modern, lens:tinted, lens:shield"
glam-kitten-1950s,"""Glam Kitten"" 1950s",cat_eye,,"heart, oval, round, square, diamond","day, going_out, casual","retro, classic",polarized,"style:cat_eye, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized"
glam-vision-1970s,"""Glam Vision"" 1970s",,acetate,,,"retro, modern","polarized, butterfly","material:acetate, vibe:retro, vibe:modern, lens:polarized, lens:butterfly"
skater-nostalgia-1990s,"""Skater Nostalgia"" 1990s",rectangle,,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, classic, trendy",,"style:rectangle, vibe:retro, vibe:classic, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk"
mellow-yellow-1980s,"""Mellow Yellow"" 1980s",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, classic, trendy",,"style:aviator, material:wire, vibe:retro, vibe:classic, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
zebra-wrap-1990s,“Zebra Wrap” y2k,round,wire,"heart, square, diamond","night, casual, at_desk","retro, trendy, edgy",shield,"style:round, material:wire, vibe:retro, vibe:trendy, vibe:edgy, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:shield"
catty-1950s-1,"""Catty"" 1950s",cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, modern, classic",,"style:cat_eye, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual"
stussy-era-y2k,"""Stüssy Era"" y2k",aviator,,"heart, oval, square, diamond","day, going_out, casual, sport","retro, modern, classic",,"style:aviator, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
half-rim-neo-1980s,"""Half-rim Neo"" 1980s",,acetate,,,retro,polarized,"material:acetate, vibe:retro, lens:polarized"
untitled-mar29_11-24,“Orange Blossom” 1980s,,wire,,,retro,,"material:wire, vibe:retro"
chains-1980s,“Chains” 1980s,rectangle,,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk",retro,,"style:rectangle, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk"
marbles-1980s,"""Marbles"" 1980s",,,,,retro,tinted,"vibe:retro, lens:tinted"
mr-lennon-1990s,"""Mr Lennon"" 1990s",round,,"heart, square, diamond","night, casual, at_desk",retro,polarized,"style:round, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized"
bubblegum-1970s,"""Bubblegum"" 1970s",square,,"oval, round","night, going_out, casual, at_desk",retro,"tinted, butterfly","style:square, vibe:retro, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted, lens:butterfly"
bubblegum-1990s,"""Circles"" 1990s",round,,"heart, square, diamond","night, casual, at_desk",retro,"tinted, butterfly","style:round, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted, lens:butterfly"
mount-fuji-1980s,"""Mount Fuji"" 1980s",aviator,,"heart, oval, square, diamond","day, going_out, casual, sport",retro,"shield, butterfly","style:aviator, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:shield, lens:butterfly"
joe-cool-1980s,"""Joe Cool"" 1980s",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport",retro,"tinted, geometric","style:aviator, material:wire, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted, lens:geometric"
driver-s-seat-1980s-bugatti,“Driver’s Seat” 1980s,aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury","polarized, tinted","style:aviator, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized, lens:tinted"
taxi-driver-1980s,“Taxi Driver” 1980s,cat_eye,,"heart, oval, round, square, diamond","day, going_out, casual","retro, edgy",,"style:cat_eye, vibe:retro, vibe:edgy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual"
rebel-rimless-1990s,"""Rebel Rimless"" 1990s",,wire,,,"retro, trendy",,"material:wire, vibe:retro, vibe:trendy"
visual-art-1980s,"""Visual Art"" 1980s",square,,"oval, round","night, going_out, casual, at_desk","retro, trendy, edgy",,"style:square, vibe:retro, vibe:trendy, vibe:edgy, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk"
pink-panther-y2k,“Pink Panther” y2k,rectangle,,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, classic",,"style:rectangle, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk"
glass-gator-1990s-lacoste,"""Glass Gator"" Lacoste 1990s",,,,,retro,,vibe:retro
perfect-driver-1950s,"""Perfect Driver"" 1950s",,acetate,,,retro,,"material:acetate, vibe:retro"
steel-vision-1980s-karl-lagerfeld,"""Steel Vision"" Karl Lagerfeld 1980s",,wire,,,retro,tinted,"material:wire, vibe:retro, lens:tinted"
juxtapose-alain-mikli-1980s,"""Juxtapose"" Alain Mikli 1980s",,,,,retro,tinted,"vibe:retro, lens:tinted"
here-kitty-kitty-1950s,"""Here Kitty, Kitty"" Yuniku Zoralei 1950s",cat_eye,wire,"heart, oval, round, square, diamond","day, going_out, casual",luxury,,"style:cat_eye, material:wire, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual"
gold-accent-brendel-1980s,"""Gold Accent"" Brendel 1980s",oval,wire,,,retro,,"style:oval, material:wire, vibe:retro"
strike-a-pose-1980s,"""Strike a Pose"" Vogue 1980s",oval,acetate,,,retro,,"style:oval, material:acetate, vibe:retro"
flying-in-style-1970s,"""Flying in Style"" SRO 1970s",aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport","retro, classic",,"style:aviator, material:acetate, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
cosmopolitan-1960s,"""Cosmopolitan"" 1960s",,,,,retro,tinted,"vibe:retro, lens:tinted"
bunny-style-1970s,"""Bunny Style"" 1970s",rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, modern",tinted,"style:rectangle, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
bayonetta-core-1990s,Bayonetta Core 1990s,rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk",retro,,"style:rectangle, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk"
purple-geometry-1990s,“Purple Geometry” 1990s,rectangle,,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk",retro,,"style:rectangle, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk"
faded-1980s,“Faded” 1980s,cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, trendy, edgy",butterfly,"style:cat_eye, material:acetate, vibe:retro, vibe:trendy, vibe:edgy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:butterfly"
sultry-pilot-1970s,"""Sultry Pilot"" 1970s",aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport","retro, modern",tinted,"style:aviator, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
just-like-honey-1990s,"""Just Like Honey"" 1990s",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, modern","rx, tinted, shield","style:round, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:shield"
the-wire-1990s,"""The Wire"" 1990s",,wire,,,retro,polarized,"material:wire, vibe:retro, lens:polarized"
ocean-eyes-1980s,"""Ocean Eyes"" 1980s",aviator,,"heart, oval, square, diamond","day, going_out, casual, sport","retro, modern","tinted, shield","style:aviator, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted, lens:shield"
ski-mountain-1980s,"""Ski Mountain"" 1980s",aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport","retro, modern","polarized, shield","style:aviator, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized, lens:shield"
eye-conversation-1980s,"""Eye Conversation"" 1980s",,acetate,,,retro,tinted,"material:acetate, vibe:retro, lens:tinted"
bubbly-1980s-fendi,"""Bubbly"" 1980s Fendi",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, modern","polarized, geometric","style:round, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized, lens:geometric"
through-the-looking-glass-1970s,"""Through the Looking Glass"" 1970s",oval,acetate,,,"retro, modern, classic",tinted,"style:oval, material:acetate, vibe:retro, vibe:modern, vibe:classic, lens:tinted"
bcg-1970s-1,“BCG” 1970s,,acetate,,,retro,tinted,"material:acetate, vibe:retro, lens:tinted"
rose-colored-vision-chanel-1990s,“Rose Colored Vision” Chanel 1990s,,,,,"retro, modern",,"vibe:retro, vibe:modern"
burgundy-novacheck-burberry-2000s,"""Burgundy Novacheck"" Burberry 2000s",rectangle,,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, classic",,"style:rectangle, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk"
dremel-in-barcelona,Dremel in Barcelona,,wire,,,,shield,"material:wire, lens:shield"
spy-kids-era-west-italy-1990s,"""Spy Kids Era"" West Italy 1990s",round,wire,"heart, square, diamond","night, casual, at_desk","retro, modern, trendy","polarized, shield","style:round, material:wire, vibe:retro, vibe:modern, vibe:trendy, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized, lens:shield"
round-and-round-caroline-herrera-1990s,"""Round and Round"" Carolina Herrera 1990s",round,wire,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern",,"style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk"
mirror-mirror-killington-1980s,"""Mirror, Mirror"" Killington 1980s",aviator,,"heart, oval, square, diamond","day, going_out, casual, sport","retro, classic","polarized, butterfly","style:aviator, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized, lens:butterfly"
chicago-home-of-the-blues-silhouette-1970s,"""Chicago, home of the Blues"" Silhouette 1970s",aviator,,"heart, oval, square, diamond","day, going_out, casual, sport","classic, trendy, edgy",,"style:aviator, vibe:classic, vibe:trendy, vibe:edgy, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
goldmember-rochas-1990s,"""Goldmember"" Rochas 1990s",oval,wire,,,retro,polarized,"style:oval, material:wire, vibe:retro, lens:polarized"
captain-pilot-gaultier-1980s,"""Captain, Pilot"" Gaultier 1980s",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, classic",,"style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
vintage-adjacent-wink-2000s-versace-black-geometric-cat-eye-sunglasses,"""Adjacent Wink"" 2000s Versace Sunglasses",cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern","polarized, geometric","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized, lens:geometric"
groovin-blues-1970s,“Groovin’ Blues” 1970s,,acetate,,,retro,tinted,"material:acetate, vibe:retro, lens:tinted"
neo-tears-2000s,"""Neo Tears"" 2000s",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, classic",polarized,"style:aviator, material:wire, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
catty-1950s,"""Catty"" 1950s",cat_eye,wire,"heart, oval, round, square, diamond","day, going_out, casual","retro, classic",,"style:cat_eye, material:wire, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual"
sunset-vision-1990s,"""Sunset Vision"" 1990s",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, classic",tinted,"style:aviator, material:wire, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
cartier-blues-1980s,"""Artist Blues"" 1980s",,,,,retro,rx,"vibe:retro, lens:rx"
miss-audrey-1980s,"""Miss Audrey"" 1980s",,,,,"retro, modern",,"vibe:retro, vibe:modern"
robo-style-1980s,“Techni-Vision” 1980s,oval,wire,,,retro,,"style:oval, material:wire, vibe:retro"
flower-girl-y2k,“Flower Girl” y2k,,,,,retro,polarized,"vibe:retro, lens:polarized"
through-the-looking-glass-1960s,"""Through the Looking Glass"" 1970s",square,acetate,"oval, round","night, going_out, casual, at_desk",retro,,"style:square, material:acetate, vibe:retro, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk"
blunt-1960s,"""Blunt"" 1960s",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport",retro,polarized,"style:aviator, material:wire, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
fiery-1980s,"""Fiery"" 1980s",oval,wire,,,retro,,"style:oval, material:wire, vibe:retro"
windshield-1980s,"""Windshield"" 1980s",oval,wire,,,retro,shield,"style:oval, material:wire, vibe:retro, lens:shield"
c-me-now-1980s,"""C Me Now"" 1980s",aviator,,"heart, oval, square, diamond","day, going_out, casual, sport",retro,polarized,"style:aviator, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
green-with-no-envy-1990s,"""Green with No Envy"" 1990s",aviator,,"heart, oval, square, diamond","day, going_out, casual, sport",retro,shield,"style:aviator, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:shield"
robo-style-2000s,"""Robo Style"" 2000s",oval,wire,,,retro,"polarized, shield","style:oval, material:wire, vibe:retro, lens:polarized, lens:shield"
clocked-in-1990s,"""Clocked In"" 1990s",square,wire,"oval, round","night, going_out, casual, at_desk",retro,polarized,"style:square, material:wire, vibe:retro, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:polarized"
sporty-spice-1990s,"""Sporty Spice"" 1990s",,,,,"retro, luxury","tinted, shield","vibe:retro, vibe:luxury, lens:tinted, lens:shield"
mosaic-morocco-gucci-vintage-sunglasses,“Mosaic Morocco” Gucci Sunglasses,,acetate,,,"retro, luxury, modern",,"material:acetate, vibe:retro, vibe:luxury, vibe:modern"
ray-ban,"""Ray-Ban",,,,,,,
